[2023-04-10 20:26:30,942][classifier.py][line:149][INFO] Start training classifier......
[2023-04-10 20:26:31,011][classifier.py][line:184][INFO] Epoch:[1/100]	 loss=2.18788	 acc=0.261
[2023-04-10 20:26:31,073][classifier.py][line:184][INFO] Epoch:[2/100]	 loss=2.04421	 acc=0.261
[2023-04-10 20:26:31,134][classifier.py][line:184][INFO] Epoch:[3/100]	 loss=1.89465	 acc=0.739
[2023-04-10 20:26:31,195][classifier.py][line:184][INFO] Epoch:[4/100]	 loss=1.73773	 acc=0.783
[2023-04-10 20:26:31,256][classifier.py][line:184][INFO] Epoch:[5/100]	 loss=1.71221	 acc=0.478
[2023-04-10 20:26:31,317][classifier.py][line:184][INFO] Epoch:[6/100]	 loss=1.50711	 acc=0.739
[2023-04-10 20:26:31,378][classifier.py][line:184][INFO] Epoch:[7/100]	 loss=1.31327	 acc=0.826
[2023-04-10 20:26:31,439][classifier.py][line:184][INFO] Epoch:[8/100]	 loss=1.13523	 acc=0.913
[2023-04-10 20:26:31,500][classifier.py][line:184][INFO] Epoch:[9/100]	 loss=1.13804	 acc=0.870
[2023-04-10 20:26:31,561][classifier.py][line:184][INFO] Epoch:[10/100]	 loss=1.02492	 acc=0.826
[2023-04-10 20:26:31,622][classifier.py][line:184][INFO] Epoch:[11/100]	 loss=0.85818	 acc=0.913
[2023-04-10 20:26:31,683][classifier.py][line:184][INFO] Epoch:[12/100]	 loss=0.89762	 acc=0.870
[2023-04-10 20:26:31,744][classifier.py][line:184][INFO] Epoch:[13/100]	 loss=0.90119	 acc=0.783
[2023-04-10 20:26:31,805][classifier.py][line:184][INFO] Epoch:[14/100]	 loss=0.75148	 acc=0.957
[2023-04-10 20:26:31,866][classifier.py][line:184][INFO] Epoch:[15/100]	 loss=0.58497	 acc=0.913
[2023-04-10 20:26:31,927][classifier.py][line:184][INFO] Epoch:[16/100]	 loss=0.69416	 acc=0.870
[2023-04-10 20:26:31,988][classifier.py][line:184][INFO] Epoch:[17/100]	 loss=0.76586	 acc=0.783
[2023-04-10 20:26:32,049][classifier.py][line:184][INFO] Epoch:[18/100]	 loss=0.54128	 acc=0.913
[2023-04-10 20:26:32,110][classifier.py][line:184][INFO] Epoch:[19/100]	 loss=0.50505	 acc=0.913
[2023-04-10 20:26:32,171][classifier.py][line:184][INFO] Epoch:[20/100]	 loss=0.67632	 acc=0.826
[2023-04-10 20:26:32,232][classifier.py][line:184][INFO] Epoch:[21/100]	 loss=0.43674	 acc=0.957
[2023-04-10 20:26:32,293][classifier.py][line:184][INFO] Epoch:[22/100]	 loss=0.39109	 acc=0.957
