,precision,recall,f1-score,support
0,0.9136408243375859,0.95,0.9314657328664331,980.0
1,0.9341880341880342,0.9629955947136564,0.9483731019522776,1135.0
2,0.9102296450939458,0.8449612403100775,0.8763819095477388,1032.0
3,0.8620342396777442,0.8475247524752475,0.854717923115327,1010.0
4,0.8687179487179487,0.8625254582484725,0.8656106285130303,982.0
5,0.8411967779056386,0.8195067264573991,0.8302101078932425,892.0
6,0.8894373149062191,0.9405010438413361,0.9142567224759006,958.0
7,0.8982035928143712,0.8754863813229572,0.8866995073891626,1028.0
8,0.845679012345679,0.8439425051334702,0.8448098663926003,974.0
9,0.8415937803692906,0.8582755203171457,0.8498527968596663,1009.0
accuracy,0.8819,0.8819,0.8819,0.8819
macro avg,0.8804921170356458,0.8805719222819762,0.880237829700538,10000.0
weighted avg,0.8817405277509218,0.8819,0.8815239490991021,10000.0
