5/mnist_2092-5.png,5
4/mnist_4904-4.png,4
6/mnist_2594-6.png,6
7/mnist_5060-7.png,7
7/mnist_3127-7.png,7
3/mnist_2987-3.png,3
5/mnist_1442-5.png,5
1/mnist_3226-1.png,1
4/mnist_3397-4.png,4
2/mnist_660-2.png,2
6/mnist_664-6.png,6
6/mnist_1213-6.png,6
5/mnist_2921-5.png,5
2/mnist_577-2.png,2
2/mnist_2214-2.png,2
0/mnist_2212-0.png,0
6/mnist_3845-6.png,6
9/mnist_4761-9.png,9
4/mnist_4454-4.png,4
6/mnist_2354-6.png,6
1/mnist_4133-1.png,1
5/mnist_1359-5.png,5
3/mnist_2867-3.png,3
4/mnist_5393-4.png,4
4/mnist_5330-4.png,4
4/mnist_563-4.png,4
8/mnist_3775-8.png,8
2/mnist_2785-2.png,2
5/mnist_1942-5.png,5
7/mnist_2571-7.png,7
8/mnist_1132-8.png,8
7/mnist_5424-7.png,7
8/mnist_1093-8.png,8
5/mnist_153-5.png,5
4/mnist_5319-4.png,4
0/mnist_1539-0.png,0
3/mnist_3837-3.png,3
6/mnist_2531-6.png,6
9/mnist_1437-9.png,9
6/mnist_3857-6.png,6
4/mnist_3945-4.png,4
6/mnist_2693-6.png,6
5/mnist_1157-5.png,5
3/mnist_1410-3.png,3
0/mnist_4938-0.png,0
1/mnist_3541-1.png,1
4/mnist_4036-4.png,4
1/mnist_1002-1.png,1
6/mnist_3063-6.png,6
3/mnist_5501-3.png,3
5/mnist_3457-5.png,5
7/mnist_1603-7.png,7
4/mnist_3597-4.png,4
9/mnist_86-9.png,9
5/mnist_2368-5.png,5
0/mnist_4743-0.png,0
6/mnist_4783-6.png,6
0/mnist_1191-0.png,0
1/mnist_3038-1.png,1
0/mnist_3448-0.png,0
0/mnist_2755-0.png,0
8/mnist_3926-8.png,8
8/mnist_1372-8.png,8
2/mnist_2355-2.png,2
7/mnist_1240-7.png,7
4/mnist_2176-4.png,4
8/mnist_4940-8.png,8
2/mnist_3685-2.png,2
3/mnist_4354-3.png,3
4/mnist_1209-4.png,4
3/mnist_4571-3.png,3
4/mnist_5720-4.png,4
4/mnist_149-4.png,4
4/mnist_2448-4.png,4
0/mnist_4369-0.png,0
0/mnist_5763-0.png,0
6/mnist_1232-6.png,6
0/mnist_2248-0.png,0
1/mnist_59-1.png,1
9/mnist_4285-9.png,9
7/mnist_4944-7.png,7
9/mnist_4498-9.png,9
0/mnist_4221-0.png,0
2/mnist_1482-2.png,2
6/mnist_5644-6.png,6
4/mnist_2745-4.png,4
0/mnist_5334-0.png,0
3/mnist_5772-3.png,3
5/mnist_394-5.png,5
7/mnist_5994-7.png,7
5/mnist_3357-5.png,5
3/mnist_4990-3.png,3
3/mnist_3185-3.png,3
6/mnist_3284-6.png,6
1/mnist_2560-1.png,1
2/mnist_259-2.png,2
7/mnist_3936-7.png,7
6/mnist_160-6.png,6
2/mnist_2581-2.png,2
3/mnist_4087-3.png,3
1/mnist_3887-1.png,1
1/mnist_5561-1.png,1
6/mnist_3010-6.png,6
1/mnist_903-1.png,1
6/mnist_549-6.png,6
8/mnist_4436-8.png,8
2/mnist_1068-2.png,2
1/mnist_2698-1.png,1
9/mnist_4138-9.png,9
1/mnist_3148-1.png,1
3/mnist_6014-3.png,3
6/mnist_3245-6.png,6
4/mnist_1140-4.png,4
7/mnist_5402-7.png,7
6/mnist_1714-6.png,6
6/mnist_5425-6.png,6
3/mnist_296-3.png,3
6/mnist_5226-6.png,6
4/mnist_1520-4.png,4
0/mnist_3089-0.png,0
9/mnist_4559-9.png,9
5/mnist_2953-5.png,5
0/mnist_1482-0.png,0
8/mnist_1447-8.png,8
0/mnist_3179-0.png,0
7/mnist_5226-7.png,7
5/mnist_1200-5.png,5
9/mnist_4985-9.png,9
4/mnist_250-4.png,4
3/mnist_5677-3.png,3
3/mnist_4629-3.png,3
4/mnist_4025-4.png,4
6/mnist_2473-6.png,6
7/mnist_1487-7.png,7
5/mnist_2002-5.png,5
0/mnist_5733-0.png,0
1/mnist_2851-1.png,1
3/mnist_2919-3.png,3
0/mnist_5777-0.png,0
7/mnist_6114-7.png,7
6/mnist_5377-6.png,6
1/mnist_4863-1.png,1
2/mnist_2680-2.png,2
2/mnist_1861-2.png,2
6/mnist_1834-6.png,6
7/mnist_4816-7.png,7
2/mnist_1591-2.png,2
5/mnist_1749-5.png,5
3/mnist_3125-3.png,3
8/mnist_5619-8.png,8
8/mnist_1948-8.png,8
7/mnist_4898-7.png,7
6/mnist_1619-6.png,6
