,precision,recall,f1-score,support
0,0.9280920421860019,0.9877551020408163,0.9569945625308947,980.0
1,0.9857777777777778,0.9770925110132158,0.9814159292035399,1135.0
2,0.9545004945598418,0.935077519379845,0.9446891825746452,1032.0
3,0.9601226993865031,0.9297029702970298,0.9446680080482899,1010.0
4,0.9135446685878963,0.9684317718940937,0.9401878398418192,982.0
5,0.9606936416184971,0.9316143497757847,0.9459305634604439,892.0
6,0.9497950819672131,0.9676409185803758,0.9586349534643226,958.0
7,0.9441233140655106,0.953307392996109,0.9486931268151017,1028.0
8,0.9344432882414152,0.9219712525667351,0.9281653746770026,974.0
9,0.9511434511434511,0.9068384539147671,0.928462709284627,1009.0
accuracy,0.9483,0.9483,0.9483,0.9483
macro avg,0.9482236459534109,0.9479432242458772,0.9477842249900685,10000.0
weighted avg,0.9487509969098015,0.9483,0.9482310965191817,10000.0
